gene,group_1_with_mut,group_1_without_mut,group_2_with_mut,group_2_without_mut,chi2_p,mwu_p,chi2_neglogp,mwu_neglogp
KRT86,1,137,1,92,1.0,1.0,-0.0,-0.0
RARG,1,137,0,93,1.0,1.0,-0.0,-0.0
PLA2G1B,0,138,0,93,1.0,1.0,-0.0,-0.0
WDFY2,0,138,0,93,1.0,1.0,-0.0,-0.0
TRAV16,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
AJUBA,1,137,1,92,1.0,1.0,-0.0,-0.0
PLD4,1,137,1,92,1.0,1.0,-0.0,-0.0
SNORD115-9,1,137,0,93,1.0,1.0,-0.0,-0.0
MTFMT,0,138,0,93,1.0,1.0,-0.0,-0.0
GOLGA6A,1,137,0,93,1.0,1.0,-0.0,-0.0
KCTD13,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
C16orf86,0,138,0,93,1.0,1.0,-0.0,-0.0
HP,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
SPG7,1,137,0,93,1.0,1.0,-0.0,-0.0
SCARF1,1,137,1,92,1.0,1.0,-0.0,-0.0
KCTD11,1,137,0,93,1.0,1.0,-0.0,-0.0
KRT16P1,0,138,0,93,1.0,1.0,-0.0,-0.0
LGALS9B,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CWC25,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
NEUROD2,1,137,0,93,1.0,1.0,-0.0,-0.0
KRTAP4-12,2,136,1,92,1.0,1.0,-0.0,-0.0
AC003958.2,1,137,0,93,1.0,1.0,-0.0,-0.0
FKBP10,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
RAMP2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SOST,1,137,1,92,1.0,1.0,-0.0,-0.0
RP11-707O23.5,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SKA2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CD79B,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ACOX1,1,137,1,92,1.0,1.0,-0.0,-0.0
NOTUM,1,137,0,93,1.0,1.0,-0.0,-0.0
SLC16A3,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
TTC39C,1,137,0,93,1.0,1.0,-0.0,-0.0
RNF125,0,138,0,93,1.0,1.0,-0.0,-0.0
MALT1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
LMAN1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
UHRF1,1,137,0,93,1.0,1.0,-0.0,-0.0
TNFSF9,0,138,0,93,1.0,1.0,-0.0,-0.0
CHST8,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
U2AF1L4,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
AC093063.3,0,138,0,93,1.0,1.0,-0.0,-0.0
ERCC1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
SAE1,0,138,0,93,1.0,1.0,-0.0,-0.0
C5AR1,1,137,1,92,1.0,1.0,-0.0,-0.0
IL4I1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
NAPSB,0,138,0,93,1.0,1.0,-0.0,-0.0
ZNF766,1,137,1,92,1.0,1.0,-0.0,-0.0
RPL39P34,0,138,0,93,1.0,1.0,-0.0,-0.0
BANF2,0,138,0,93,1.0,1.0,-0.0,-0.0
RALY,0,138,0,93,1.0,1.0,-0.0,-0.0
VAPB,1,137,0,93,1.0,1.0,-0.0,-0.0
MIR133A2,0,138,0,93,1.0,1.0,-0.0,-0.0
LIME1,0,138,0,93,1.0,1.0,-0.0,-0.0
DSCR4,1,137,0,93,1.0,1.0,-0.0,-0.0
KRTAP12-3,0,138,0,93,1.0,1.0,-0.0,-0.0
SPATC1L,1,137,1,92,1.0,1.0,-0.0,-0.0
CECR6,0,138,0,93,1.0,1.0,-0.0,-0.0
GAS2L1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
PFKFB1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
RLBP1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
KIFC3,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
CEP104,1,137,0,93,1.0,1.0,-0.0,-0.0
PITHD1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TSHB,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
BTG2,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
IGKV3-11,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TRIM43,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
NCK2,2,136,2,91,1.0,0.6170750774519738,-0.0,0.2096619936012596
VHL,2,136,1,92,1.0,1.0,-0.0,-0.0
SLC51A,2,136,1,92,1.0,1.0,-0.0,-0.0
FKBP5,2,136,1,92,1.0,1.0,-0.0,-0.0
KLHDC3,2,136,1,92,1.0,1.0,-0.0,-0.0
MTO1,2,136,1,92,1.0,1.0,-0.0,-0.0
GJC3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PARP12,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
FAM92A1,1,137,0,93,1.0,1.0,-0.0,-0.0
TMEM65,1,137,0,93,1.0,1.0,-0.0,-0.0
RALGPS1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
FUBP3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CTSLP2,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CELA1,4,134,2,91,1.0,1.0,-0.0,-0.0
SHISA2,2,136,1,92,1.0,1.0,-0.0,-0.0
C14orf28,3,135,3,90,0.9432369235568201,1.0,0.02537920687065199,-0.0
FAM214A,2,136,1,92,1.0,1.0,-0.0,-0.0
ZSCAN2,1,137,0,93,1.0,1.0,-0.0,-0.0
MRPL28,2,136,1,92,1.0,1.0,-0.0,-0.0
MEIOB,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
C16orf58,1,137,1,92,1.0,1.0,-0.0,-0.0
GINS3,1,137,1,92,1.0,1.0,-0.0,-0.0
VMO1,1,137,1,92,1.0,1.0,-0.0,-0.0
NLGN2,4,134,2,91,1.0,1.0,-0.0,-0.0
CDC6,1,137,0,93,1.0,1.0,-0.0,-0.0
EPN3,1,137,0,93,1.0,1.0,-0.0,-0.0
ZACN,1,137,1,92,1.0,1.0,-0.0,-0.0
THOC1,1,137,0,93,1.0,1.0,-0.0,-0.0
ZNF749,1,137,0,93,1.0,1.0,-0.0,-0.0
DNTTIP1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PARVB,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
RBMX2,1,137,0,93,1.0,1.0,-0.0,-0.0
MIR892B,1,137,0,93,1.0,1.0,-0.0,-0.0
RSG1,2,136,2,91,1.0,1.0,-0.0,-0.0
DPT,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
C2orf48,2,136,1,92,1.0,1.0,-0.0,-0.0
CERS6,2,136,1,92,1.0,1.0,-0.0,-0.0
KIF15,2,136,1,92,1.0,0.4795001221869535,-0.0,0.31921127782572034
IL12A,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
TNIP2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
EMB,1,137,1,92,1.0,1.0,-0.0,-0.0
HIST1H2BA,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
BRPF3,1,137,1,92,1.0,1.0,-0.0,-0.0
NR2E1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
TAB2,1,137,3,90,0.36022173633157495,1.0,0.44343008473124673,-0.0
ULBP2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
RMND1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CTSV,2,136,1,92,1.0,1.0,-0.0,-0.0
KLF4,2,136,1,92,1.0,1.0,-0.0,-0.0
TMEM245,1,137,1,92,1.0,1.0,-0.0,-0.0
NEK6,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
IGHMBP2,1,137,6,87,0.03582507493828435,1.0,1.445812892479834,-0.0
PHOX2A,1,137,1,92,1.0,1.0,-0.0,-0.0
TAPBPL,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
RP11-22B23.1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
METTL20,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
AMIGO2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
LYZ,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRAV5,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
FLVCR2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
SNHG24,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
WDR20,1,137,1,92,1.0,1.0,-0.0,-0.0
ADSSL1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
ABHD2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
ZNF500,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
IRX5,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
GAS8,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
LRRC45,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
ESCO1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
IL27RA,0,138,3,90,0.12571183774369243,1.0,0.90062382474284,-0.0
BABAM1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
YIF1B,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
BCAM,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CGB1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ZNF549,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
ABHD12,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
BPIFB1,1,137,1,92,1.0,1.0,-0.0,-0.0
ANKRD30BP2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
BACE2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
SFI1,1,137,1,92,1.0,1.0,-0.0,-0.0
MCHR1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
SELO,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ACR,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
H3F3AP5,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
NBPF3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
IGKV2-28,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CHRM4,0,138,3,90,0.12571183774369243,1.0,0.90062382474284,-0.0
NBPF2P,1,137,0,93,1.0,1.0,-0.0,-0.0
C1orf216,1,137,1,92,1.0,1.0,-0.0,-0.0
GCA,3,135,2,91,1.0,1.0,-0.0,-0.0
GPR155,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CHPF,5,133,2,91,0.803343069428577,1.0,0.09509894869232484,-0.0
PDCD6IP,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
APPL1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
TMEM45A,1,137,0,93,1.0,1.0,-0.0,-0.0
CCDC109B,1,137,0,93,1.0,1.0,-0.0,-0.0
HTR4,5,133,3,90,1.0,1.0,-0.0,-0.0
NCR3,1,137,0,93,1.0,1.0,-0.0,-0.0
PHKG1,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
AZGP1,2,136,2,91,1.0,1.0,-0.0,-0.0
COL26A1,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
MTMR9,4,134,3,90,1.0,1.0,-0.0,-0.0
STXBP1,3,135,2,91,1.0,1.0,-0.0,-0.0
REXO4,1,137,0,93,1.0,1.0,-0.0,-0.0
CEP55,1,137,0,93,1.0,1.0,-0.0,-0.0
ECHS1,2,136,1,92,1.0,1.0,-0.0,-0.0
DUSP8,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
TMEM255B,2,136,2,91,1.0,0.6170750774519738,-0.0,0.2096619936012596
GTF2A1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
PDPK1,1,137,1,92,1.0,1.0,-0.0,-0.0
SEZ6,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
PRKACA,2,136,1,92,1.0,1.0,-0.0,-0.0
BMP2,1,137,1,92,1.0,1.0,-0.0,-0.0
PIGU,1,137,0,93,1.0,1.0,-0.0,-0.0
GPR157,0,138,0,93,1.0,1.0,-0.0,-0.0
PLEKHM2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
LAPTM5,2,136,1,92,1.0,0.4795001221869535,-0.0,0.31921127782572034
CHI3L2,0,138,3,90,0.12571183774369243,1.0,0.90062382474284,-0.0
AL591893.1,0,138,0,93,1.0,1.0,-0.0,-0.0
CRABP2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
FCGR2C,1,137,1,92,1.0,1.0,-0.0,-0.0
RGS4,1,137,4,89,0.1703995221418328,1.0,0.7685316274769252,-0.0
CDKL4,1,137,0,93,1.0,1.0,-0.0,-0.0
CLHC1,0,138,0,93,1.0,1.0,-0.0,-0.0
TEKT4,2,136,1,92,1.0,1.0,-0.0,-0.0
YWHAEP5,1,137,1,92,1.0,1.0,-0.0,-0.0
SP3,1,137,1,92,1.0,1.0,-0.0,-0.0
TTC30A,1,137,0,93,1.0,1.0,-0.0,-0.0
SLC22A14,3,135,1,92,0.9096079781954267,0.6170750774519738,0.04114573909532821,0.2096619936012596
KIF9,2,136,1,92,1.0,1.0,-0.0,-0.0
ABHD14A-ACY1,0,138,0,93,1.0,1.0,-0.0,-0.0
CHIC2,0,138,0,93,1.0,1.0,-0.0,-0.0
FAM81B,0,138,0,93,1.0,1.0,-0.0,-0.0
IER3,0,138,0,93,1.0,1.0,-0.0,-0.0
BAK1,0,138,0,93,1.0,1.0,-0.0,-0.0
SNRPC,1,137,0,93,1.0,1.0,-0.0,-0.0
RNASET2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
RNF122,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
C8orf31,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TIGD5,0,138,0,93,1.0,1.0,-0.0,-0.0
TPM2,1,137,1,92,1.0,1.0,-0.0,-0.0
PTF1A,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
BCL2L14,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
AMN1,0,138,0,93,1.0,1.0,-0.0,-0.0
KRT76,1,137,0,93,1.0,1.0,-0.0,-0.0
RASSF3,0,138,0,93,1.0,1.0,-0.0,-0.0
TPTE2P3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRAV21,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
ZNF770,2,136,2,91,1.0,1.0,-0.0,-0.0
SLC27A2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
BCL2A1,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ORAI3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
GOT2,2,136,1,92,1.0,1.0,-0.0,-0.0
B3GNTL1,0,138,0,93,1.0,1.0,-0.0,-0.0
ZGLP1,0,138,0,93,1.0,1.0,-0.0,-0.0
GADD45GIP1,0,138,0,93,1.0,1.0,-0.0,-0.0
ZNF284,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
NANOS2,0,138,0,93,1.0,1.0,-0.0,-0.0
CARD8,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CGB7,1,137,0,93,1.0,1.0,-0.0,-0.0
SIRPD,1,137,1,92,1.0,1.0,-0.0,-0.0
ARFGAP1,1,137,0,93,1.0,1.0,-0.0,-0.0
ITGB2,5,133,4,89,1.0,1.0,-0.0,-0.0
NKRF,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GOLT1A,0,138,0,93,1.0,1.0,-0.0,-0.0
NENF,0,138,0,93,1.0,1.0,-0.0,-0.0
SACM1L,0,138,0,93,1.0,1.0,-0.0,-0.0
STRBP,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
GABARAPL1,0,138,0,93,1.0,1.0,-0.0,-0.0
METTL21B,1,137,0,93,1.0,1.0,-0.0,-0.0
ADCK1,4,134,2,91,1.0,1.0,-0.0,-0.0
AC124312.1,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
SNORD115-7,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
WDR83OS,0,138,0,93,1.0,1.0,-0.0,-0.0
ZNF546,1,137,1,92,1.0,1.0,-0.0,-0.0
CTC-339O9.1,0,138,0,93,1.0,1.0,-0.0,-0.0
MSL3,5,133,1,92,0.4399552714975573,1.0,0.3565914742620167,-0.0
RAB41,1,137,0,93,1.0,1.0,-0.0,-0.0
FCGR3A,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
IGKV3-15,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
TM4SF18,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
ZNF721,5,133,0,93,0.16305582313152764,1.0,0.7876636868382041,-0.0
SAP30,1,137,1,92,1.0,1.0,-0.0,-0.0
ZNF346,0,138,0,93,1.0,1.0,-0.0,-0.0
MRPS18B,0,138,0,93,1.0,1.0,-0.0,-0.0
TNF,0,138,0,93,1.0,1.0,-0.0,-0.0
SLC35G1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
SCD,1,137,0,93,1.0,1.0,-0.0,-0.0
BTG4,2,136,1,92,1.0,1.0,-0.0,-0.0
BARX2,1,137,0,93,1.0,1.0,-0.0,-0.0
RASSF8,0,138,0,93,1.0,1.0,-0.0,-0.0
IRAK4,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
PCBP2,0,138,0,93,1.0,1.0,-0.0,-0.0
INHBC,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
HSP90AA1,2,136,1,92,1.0,1.0,-0.0,-0.0
SNORD115-19,1,137,1,92,1.0,1.0,-0.0,-0.0
AVEN,1,137,0,93,1.0,1.0,-0.0,-0.0
ASPHD1,2,136,1,92,1.0,1.0,-0.0,-0.0
TEKT1,2,136,1,92,1.0,1.0,-0.0,-0.0
CCL14,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
KRTAP1-5,1,137,0,93,1.0,1.0,-0.0,-0.0
ICAM2,1,137,0,93,1.0,1.0,-0.0,-0.0
CERS1,0,138,0,93,1.0,1.0,-0.0,-0.0
HRC,1,137,1,92,1.0,1.0,-0.0,-0.0
KRTAP12-2,1,137,0,93,1.0,1.0,-0.0,-0.0
ARX,1,137,0,93,1.0,1.0,-0.0,-0.0
Z83819.1,1,137,0,93,1.0,1.0,-0.0,-0.0
NKAP,1,137,0,93,1.0,1.0,-0.0,-0.0
ELF4,1,137,0,93,1.0,1.0,-0.0,-0.0
UBE2U,1,137,0,93,1.0,1.0,-0.0,-0.0
CAMK1G,1,137,1,92,1.0,1.0,-0.0,-0.0
GTF3C3,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
CARF,1,137,0,93,1.0,1.0,-0.0,-0.0
RANBP17,4,134,1,92,0.6362574981407336,1.0,0.1963670865695941,-0.0
DLD,1,137,1,92,1.0,1.0,-0.0,-0.0
TAS2R5,2,136,1,92,1.0,1.0,-0.0,-0.0
REPIN1,2,136,1,92,1.0,1.0,-0.0,-0.0
TSTA3,1,137,1,92,1.0,1.0,-0.0,-0.0
SCRT1,1,137,0,93,1.0,1.0,-0.0,-0.0
CHST3,1,137,1,92,1.0,1.0,-0.0,-0.0
ADK,1,137,0,93,1.0,1.0,-0.0,-0.0
MAPK8IP1,1,137,0,93,1.0,1.0,-0.0,-0.0
MS4A8,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
PTGES3,1,137,1,92,1.0,1.0,-0.0,-0.0
MIR379,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
MIR411,1,137,0,93,1.0,1.0,-0.0,-0.0
GOLGA8K,1,137,0,93,1.0,1.0,-0.0,-0.0
MIR6511A1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
HAUS8,1,137,0,93,1.0,1.0,-0.0,-0.0
C19orf54,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
GNAI3,0,138,0,93,1.0,1.0,-0.0,-0.0
ACTR3BP2,0,138,0,93,1.0,1.0,-0.0,-0.0
BCL2L11,2,136,1,92,1.0,1.0,-0.0,-0.0
STAM2,2,136,2,91,1.0,1.0,-0.0,-0.0
NHEJ1,0,138,0,93,1.0,1.0,-0.0,-0.0
WDFY1,1,137,1,92,1.0,1.0,-0.0,-0.0
TRA2B,1,137,0,93,1.0,1.0,-0.0,-0.0
HPGD,2,136,1,92,1.0,1.0,-0.0,-0.0
ENPP6,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
MCCC2,2,136,1,92,1.0,1.0,-0.0,-0.0
ZBTB12,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
HINT3,0,138,0,93,1.0,1.0,-0.0,-0.0
AC058791.1,0,138,0,93,1.0,1.0,-0.0,-0.0
MFHAS1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TERF1,1,137,1,92,1.0,1.0,-0.0,-0.0
RP11-537H15.4,0,138,0,93,1.0,1.0,-0.0,-0.0
POLR2L,0,138,0,93,1.0,1.0,-0.0,-0.0
CD81,0,138,0,93,1.0,1.0,-0.0,-0.0
MDK,0,138,0,93,1.0,1.0,-0.0,-0.0
OR9G4,1,137,4,89,0.1703995221418328,1.0,0.7685316274769252,-0.0
B3GAT3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
CCDC82,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
DDX12P,2,136,1,92,1.0,1.0,-0.0,-0.0
FGF9,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
FBXL3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
MDP1,1,137,1,92,1.0,1.0,-0.0,-0.0
ARF6,0,138,0,93,1.0,1.0,-0.0,-0.0
MOK,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
COPS2,2,136,1,92,1.0,1.0,-0.0,-0.0
ZNRF1,1,137,0,93,1.0,1.0,-0.0,-0.0
ATMIN,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
TMEM256-PLSCR3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
PIAS2,0,138,0,93,1.0,1.0,-0.0,-0.0
FGF22,0,138,0,93,1.0,1.0,-0.0,-0.0
FSTL3,0,138,0,93,1.0,1.0,-0.0,-0.0
LIN37,1,137,1,92,1.0,1.0,-0.0,-0.0
NDRG3,0,138,0,93,1.0,1.0,-0.0,-0.0
IGLV5-45,0,138,0,93,1.0,1.0,-0.0,-0.0
TSPAN7,1,137,0,93,1.0,1.0,-0.0,-0.0
ARHGEF9,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
PBDC1,0,138,0,93,1.0,1.0,-0.0,-0.0
CLSTN1,2,136,1,92,1.0,1.0,-0.0,-0.0
EXOSC10,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
MAGOH,1,137,0,93,1.0,1.0,-0.0,-0.0
DHCR24,1,137,1,92,1.0,1.0,-0.0,-0.0
TMEM56,1,137,1,92,1.0,1.0,-0.0,-0.0
KCNJ10,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
TMEM9,1,137,1,92,1.0,1.0,-0.0,-0.0
IGKV1OR2-118,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TRAK2,3,135,1,92,0.9096079781954267,1.0,0.04114573909532821,-0.0
CAV3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
LSM3,1,137,1,92,1.0,1.0,-0.0,-0.0
PROK2,1,137,0,93,1.0,1.0,-0.0,-0.0
TAGLN3,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
SMIM14,0,138,0,93,1.0,1.0,-0.0,-0.0
SLC30A9,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
CTD-2139B15.2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
SLC22A23,1,137,1,92,1.0,1.0,-0.0,-0.0
HIST1H4D,1,137,0,93,1.0,1.0,-0.0,-0.0
WIPF3,1,137,1,92,1.0,1.0,-0.0,-0.0
RP9P,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
GNG11,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
AGBL3,0,138,0,93,1.0,1.0,-0.0,-0.0
PCMTD1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
HEMGN,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
NTMT1,0,138,0,93,1.0,1.0,-0.0,-0.0
WDFY4,0,138,0,93,1.0,1.0,-0.0,-0.0
AGAP6,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
HECTD2,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
ABTB2,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
C11orf74,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
FCHSD2,0,138,0,93,1.0,1.0,-0.0,-0.0
FOXR1,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
TMEM225,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
TMEM194A,0,138,0,93,1.0,1.0,-0.0,-0.0
SRSF9,0,138,0,93,1.0,1.0,-0.0,-0.0
F10,1,137,1,92,1.0,1.0,-0.0,-0.0
SLC38A6,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
SNORD116-9,0,138,0,93,1.0,1.0,-0.0,-0.0
SNORD115-38,1,137,0,93,1.0,1.0,-0.0,-0.0
ST3GAL2,1,137,1,92,1.0,1.0,-0.0,-0.0
PAFAH1B1,0,138,0,93,1.0,1.0,-0.0,-0.0
CCDC42,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
GRB7,1,137,2,91,0.729148303480987,1.0,0.13718413034732296,-0.0
PGS1,1,137,1,92,1.0,1.0,-0.0,-0.0
ZNF253,3,135,0,93,0.40162896798675896,1.0,0.3961749707059321,-0.0
ZNF429,0,138,0,93,1.0,1.0,-0.0,-0.0
IGFL1,0,138,2,91,0.31433836250136415,1.0,0.5026026135545971,-0.0
RFPL4A,0,138,0,93,1.0,1.0,-0.0,-0.0
MGME1,0,138,0,93,1.0,1.0,-0.0,-0.0
RP4-737E23.2,0,138,0,93,1.0,1.0,-0.0,-0.0
FRG1B,0,138,1,92,0.842230304417774,1.0,0.0745691362182484,-0.0
NDP,1,137,0,93,1.0,1.0,-0.0,-0.0
ARMCX3,2,136,0,93,0.6585193403347638,1.0,0.18143146553542128,-0.0
